#Accession	Name	No_orfs	Coverage	Abundance	Description
COG1475	Spo0J	3	2.508333	0.002038	Stage 0 sporulation protein J (antagonist of Soj) containing ParB-like nuclease domain
COG1476	COG1476	3	2.632352	0.002138	Predicted transcriptional regulators
COG1481	COG1481	1	0.970779	0.000788	Uncharacterized protein conserved in bacteria
COG1484	DnaC	1	0.677165	0.00055	DNA replication protein
COG1488	PncB	1	0.933333	0.000758	Nicotinic acid phosphoribosyltransferase
COG1489	SfsA	1	0.953191	0.000774	DNA-binding protein, stimulates sugar fermentation
COG1490	Dtd	1	1	0.000812	D-Tyr-tRNAtyr deacylase
COG1493	HprK	1	0.883116	0.000717	Serine kinase of the HPr protein, regulates carbohydrate metabolism
COG1496	yfiH	1	0.931726	0.000757	Multicopper polyphenol oxidase (laccase)
COG1501	COG1501	1	0.764248	0.00062	Alpha-glucosidases, family 31 of glycosyl hydrolases
COG1511	COG1511	1	0.998717	0.000811	Predicted membrane protein
COG1512	COG1512	1	0.870848	0.000707	Beta-propeller domains of methanol dehydrogenase type
COG1518	COG1518	1	0.198776	0.000161	CRISPR-associated protein Cas1
COG1520	COG1520	2	1.518918	0.001234	FOG: WD40-like repeat
COG1521	COG1521	1	1	0.000812	Pantothenate kinase type III (Bvg accessory factor family protein)
COG1522	Lrp	1	0.88961	0.000722	Transcriptional regulators
COG1523	PulA	3	2.740315	0.002226	Type II secretory pathway, pullulanase PulA and related glycosidases
COG1527	NtpC	1	0.947976	0.00077	Archaeal/vacuolar-type H+-ATPase subunit C
COG1533	SplB	1	0.84175	0.000683	DNA repair photolyase
COG1534	COG1534	1	0.98969	0.000804	Predicted RNA-binding protein containing KH domain, possibly ribosomal protein
COG1544	COG1544	1	1	0.000812	Ribosome-associated protein Y (PSrp-1)
COG1546	CinA	1	0.845679	0.000687	Uncharacterized protein (competence- and mitomycin-induced)
COG1559	COG1559	1	0.982456	0.000798	Aminodeoxychorismate lyase
COG1561	COG1561	1	1	0.000812	Uncharacterized stress-induced protein
COG1564	THI80	1	0.877358	0.000712	Thiamine pyrophosphokinase
COG1570	XseA	1	0.986363	0.000801	Exonuclease VII, large subunit
COG1573	COG1573	1	0.970297	0.000788	Uracil-DNA glycosylase
COG1576	COG1576	1	1	0.000812	Uncharacterized conserved protein
COG1583	COG1583	1	0.991666	0.000805	CRISPR system related protein, RAMP superfamily
COG1585	COG1585	1	0.985714	0.0008	Membrane protein implicated in regulation of membrane protease activity
COG1587	HemD	1	0.971774	0.000789	Uroporphyrinogen-III synthase
COG1589	FtsQ	1	0.884758	0.000718	Cell division septal protein
COG1592	COG1592	2	0.957831	0.000778	Rubrerythrin
COG1595	RpoE	2	1.824175	0.001482	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog
COG1605	PheA	1	0.891089	0.000724	Chorismate mutase
COG1609	PurR	1	1	0.000812	Transcriptional regulators
COG1611	COG1611	1	0.882926	0.000717	Predicted Rossmann fold nucleotide-binding protein
COG1613	Sbp	1	0.988505	0.000803	ABC-type sulfate transport system, periplasmic component
COG1619	LdcA	1	0.904153	0.000734	Uncharacterized proteins, homologs of microcin C7 resistance protein MccF
COG1624	COG1624	1	0.963562	0.000782	Uncharacterized conserved protein
COG1625	COG1625	1	0.961352	0.000781	Fe-S oxidoreductase, related to NifB/MoaA family
COG1636	COG1636	1	0.887254	0.00072	Uncharacterized protein conserved in bacteria
COG1640	MalQ	1	0.975	0.000792	4-alpha-glucanotransferase
COG1645	COG1645	1	0.282442	0.000229	Uncharacterized Zn-finger containing protein
COG1648	CysG	1	1	0.000812	Siroheme synthase (precorrin-2 oxidase/ferrochelatase domain)
COG1649	COG1649	1	0.789473	0.000641	Uncharacterized protein conserved in bacteria
COG1653	UgpB	4	3.829099	0.003111	ABC-type sugar transport system, periplasmic component
COG1654	BirA	1	1	0.000812	Biotin operon repressor
COG1658	COG1658	1	0.905511	0.000735	Small primase-like proteins (Toprim domain)
COG1660	COG1660	1	0.996503	0.000809	Predicted P-loop-containing kinase
COG1670	RimL	5	4.614973	0.003749	Acetyltransferases, including N-acetylases of ribosomal proteins
COG1671	COG1671	1	0.946666	0.000769	Uncharacterized protein conserved in bacteria
COG1674	FtsK	2	1.064102	0.000864	DNA segregation ATPase FtsK/SpoIIIE and related proteins
COG1680	AmpC	1	0.866666	0.000704	Beta-lactamase class C and other penicillin binding proteins
COG1682	TagG	1	0.980988	0.000797	ABC-type polysaccharide/polyol phosphate export systems, permease component
COG1686	DacC	3	2.88946	0.002347	D-alanyl-D-alanine carboxypeptidase
COG1692	COG1692	1	0.966165	0.000785	Calcineurin-like phosphoesterase
COG1696	DltB	1	0.93647	0.00076	Predicted membrane protein involved in D-alanine export
COG1702	PhoH	1	0.902298	0.000733	Phosphate starvation-inducible protein PhoH, predicted ATPase
COG1713	COG1713	1	0.935828	0.00076	Predicted HD superfamily hydrolase involved in NAD metabolism
COG1715	Mrr	1	0.243506	0.000197	Restriction endonuclease
COG1716	COG1716	1	0.596858	0.000484	FOG: FHA domain
COG1721	COG1721	1	0.326923	0.000265	Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)
COG1722	XseB	1	0.851851	0.000692	Exonuclease VII small subunit
COG1725	COG1725	1	0.96	0.00078	Predicted transcriptional regulators
COG1737	RpiR	1	1	0.000812	Transcriptional regulators
COG1738	yhhQ	1	0.97854	0.000795	Uncharacterized member of the PurR regulon
COG1739	COG1739	1	0.995073	0.000808	Uncharacterized conserved protein
COG1751	COG1751	1	0.903225	0.000733	Uncharacterized conserved protein
COG1758	RpoZ	1	0.837837	0.00068	DNA-directed RNA polymerase, subunit K/omega
COG1762	PtsN	1	0.980263	0.000796	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
COG1768	COG1768	1	0.995652	0.000809	Predicted phosphohydrolase
COG1774	COG1774	1	0.954716	0.000775	Uncharacterized homolog of PSP1
COG1781	PyrI	1	0.228758	0.000185	Aspartate carbamoyltransferase, regulatory subunit
COG1783	XtmB	1	0.562801	0.000457	Phage terminase large subunit
COG1799	COG1799	1	0.712574	0.000579	Uncharacterized protein conserved in bacteria
COG1803	MgsA	1	0.915492	0.000743	Methylglyoxal synthase
COG1835	COG1835	1	0.873056	0.000709	Predicted acyltransferases
COG1837	COG1837	1	0.986842	0.000801	Predicted RNA-binding protein (contains KH domain)
COG1838	FumA	1	0.972826	0.00079	Tartrate dehydratase beta subunit/Fumarate hydratase class I, C-terminal domain
COG1841	RpmD	1	0.963636	0.000783	Ribosomal protein L30/L7E
COG1846	MarR	3	2.261904	0.001837	Transcriptional regulators
COG1847	Jag	1	0.961538	0.000781	Predicted RNA-binding protein
COG1853	COG1853	1	0.579545	0.00047	Conserved protein/domain typically associated with flavoprotein oxygenases, DIM6/NTAB family
COG1854	LuxS	1	0.888198	0.000721	LuxS protein involved in autoinducer AI2 synthesis
COG1857	COG1857	1	0.997005	0.00081	CRISPR system related protein
COG1862	YajC	1	0.98969	0.000804	Preprotein translocase subunit YajC
COG1866	PckA	1	0.988657	0.000803	Phosphoenolpyruvate carboxykinase (ATP)
COG1873	COG1873	1	0.965517	0.000784	Protein implicated in RNA metabolism, contains PRC-barrel domain
COG1876	VanY	1	0.987551	0.000802	D-alanyl-D-alanine carboxypeptidase
COG1878	COG1878	1	0.977064	0.000793	Kynurenine formamidase
COG1882	PflD	1	0.986754	0.000801	Pyruvate-formate lyase
COG1883	OadB	1	1	0.000812	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit
COG1887	TagB	1	0.891752	0.000724	Putative glycosyl/glycerophosphate transferases involved in teichoic acid biosynthesis TagF/TagB/EpsJ/RodC
COG1896	COG1896	1	0.953367	0.000774	Predicted hydrolases of HD superfamily
COG1897	MetA	1	0.98697	0.000801	Homoserine trans-succinylase
COG1917	COG1917	3	1.984732	0.001612	Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG1918	FeoA	3	2.453333	0.001993	Fe2+ transport system protein A
COG1924	COG1924	2	1.646464	0.001337	Activator of 2-hydroxyglutaryl-CoA dehydratase (HSP70-class ATPase domain)
COG1925	FruB	2	1.977272	0.001606	Phosphotransferase system, HPr-related proteins
COG1932	SerC	1	0.99452	0.000808	Phosphoserine aminotransferase
COG1937	COG1937	1	0.83146	0.000675	Uncharacterized protein conserved in bacteria
COG1939	COG1939	1	0.90909	0.000738	Ribonuclease III family protein
COG1940	NagC	2	1.296178	0.001053	Transcriptional regulator/sugar kinase
COG1947	IspE	1	0.951557	0.000773	4-diphosphocytidyl-2C-methyl-D-erythritol 2-phosphate synthase
COG1951	TtdA	1	0.939393	0.000763	Tartrate dehydratase alpha subunit/Fumarate hydratase class I, N-terminal domain
COG1959	COG1959	3	2.686666	0.002183	Predicted transcriptional regulator
COG1961	PinR	2	2	0.001625	Site-specific recombinases, DNA invertase Pin homologs
COG1968	BacA	2	1.922222	0.001561	Undecaprenyl pyrophosphate phosphatase
COG1970	MscL	1	0.853846	0.000693	Large-conductance mechanosensitive channel
COG1971	COG1971	1	1	0.000812	Predicted membrane protein
COG1974	LexA	1	0.985074	0.0008	SOS-response transcriptional repressors (RecA-mediated autopeptidases)
COG1982	LdcC	1	0.921005	0.000748	Arginine/lysine/ornithine decarboxylases
COG1985	RibD	1	1	0.000812	Pyrimidine reductase, riboflavin biosynthesis
COG1989	PulO	1	0.720472	0.000585	Type II secretory pathway, prepilin signal peptidase PulO and related peptidases
COG1994	SpoIVFB	2	1.673913	0.00136	Zn-dependent proteases
COG2001	COG2001	1	0.89041	0.000723	Uncharacterized protein conserved in bacteria
COG2002	AbrB	2	1.426966	0.001159	Regulators of stationary/sporulation gene expression
COG2003	RadC	1	0.991071	0.000805	DNA repair proteins
COG2013	COG2013	1	0.964757	0.000783	Uncharacterized conserved protein
COG2017	GalM	1	0.996753	0.000809	Galactose mutarotase and related enzymes
COG2020	STE14	1	0.529411	0.00043	Putative protein-S-isoprenylcysteine methyltransferase
COG2022	ThiG	1	0.980916	0.000797	Uncharacterized enzyme of thiazole biosynthesis
COG2052	COG2052	1	0.94382	0.000766	Uncharacterized protein conserved in bacteria
COG2061	COG2061	1	0.452941	0.000368	ACT-domain-containing protein, predicted allosteric regulator of homoserine dehydrogenase
COG2070	COG2070	2	1.0625	0.000863	Dioxygenases related to 2-nitropropane dioxygenase
COG2071	COG2071	1	0.979423	0.000795	Predicted glutamine amidotransferases
COG2081	COG2081	2	1.965686	0.001597	Predicted flavoproteins
COG2091	Sfp	1	0.70852	0.000575	Phosphopantetheinyl transferase
COG2104	ThiS	3	2.823529	0.002294	Sulfur transfer protein involved in thiamine biosynthesis
COG2109	BtuR	1	0.853535	0.000693	ATP:corrinoid adenosyltransferase
COG2110	COG2110	1	0.871508	0.000708	Predicted phosphatase homologous to the C-terminal domain of histone macroH2A1
COG2116	FocA	1	0.935849	0.00076	Formate/nitrite family of transporters
COG2131	ComEB	1	0.981707	0.000797	Deoxycytidylate deaminase
COG2137	OraA	1	0.936781	0.000761	Uncharacterized protein conserved in bacteria
COG2148	WcaJ	2	1.681415	0.001366	Sugar transferases involved in lipopolysaccharide synthesis
COG2153	ElaA	1	0.92258	0.000749	Predicted acyltransferase
COG2155	COG2155	1	0.734177	0.000596	Uncharacterized conserved protein
COG2159	COG2159	2	1.846416	0.0015	Predicted metal-dependent hydrolase of the TIM-barrel fold
COG2163	RPL14A	1	0.584	0.000474	Ribosomal protein L14E/L6E/L27E
COG2165	PulG	2	1.281879	0.001041	Type II secretory pathway, pseudopilin PulG
COG2169	Ada	1	0.251336	0.000204	Adenosine deaminase
COG2172	RsbW	2	1.780821	0.001447	Anti-sigma regulatory factor (Ser/Thr protein kinase)
COG2176	PolC	1	0.93421	0.000759	DNA polymerase III, alpha subunit (gram-positive type)
COG2177	FtsX	1	0.979797	0.000796	Cell division protein
COG2179	COG2179	1	0.771428	0.000626	Predicted hydrolase of the HAD superfamily
COG2182	MalE	1	0.904761	0.000735	Maltose-binding periplasmic proteins/domains
COG2184	Fic	2	1.796019	0.001459	Protein involved in cell division
COG2186	FadR	1	0.946058	0.000768	Transcriptional regulators
COG2197	CitB	3	2.35071	0.00191	Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain
COG2207	AraC	3	2.448818	0.001989	AraC-type DNA-binding domain-containing proteins
COG2208	RsbU	2	1.237057	0.001005	Serine phosphatase RsbU, regulator of sigma subunit
COG2211	MelB	1	0.976445	0.000793	Na+/melibiose symporter and related transporters
COG2214	CbpA	1	0.586497	0.000476	DnaJ-class molecular chaperone
COG2217	ZntA	5	3.227208	0.002622	Cation transport ATPase
COG2221	DsrA	2	1.006309	0.000817	Dissimilatory sulfite reductase (desulfoviridin), alpha and beta subunits
COG2226	UbiE	2	1.016806	0.000826	Methylase involved in ubiquinone/menaquinone biosynthesis
COG2227	UbiG	1	0.349794	0.000284	2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase
COG2239	MgtE	1	0.99113	0.000805	Mg/Co/Ni transporter MgtE (contains CBS domain)
COG2240	PdxK	1	0.900355	0.000731	Pyridoxal/pyridoxine/pyridoxamine kinase
COG2244	RfbX	3	2.814583	0.002287	Membrane protein involved in the export of O-antigen and teichoic acid
COG2246	COG2246	3	2.719424	0.002209	Predicted membrane protein
COG2252	COG2252	1	0.995412	0.000808	Xanthine/uracil/vitamin C permease
COG2255	RuvB	1	0.990963	0.000805	Holliday junction resolvasome, helicase subunit
COG2256	MGS1	1	0.958715	0.000779	ATPase related to the helicase subunit of the Holliday junction resolvase
COG2262	HflX	1	1	0.000812	GTPases
COG2264	PrmA	1	0.996666	0.000809	Ribosomal protein L11 methylase
COG2265	TrmA	2	1.842592	0.001497	SAM-dependent methyltransferases related to tRNA (uracil-5-)-methyltransferase
COG2302	COG2302	1	0.859922	0.000698	Uncharacterized conserved protein, contains S4-like domain
COG2315	MmcQ	1	0.974576	0.000791	Uncharacterized protein conserved in bacteria
COG2320	GrpB	1	0.924324	0.000751	Uncharacterized conserved protein
COG2323	COG2323	1	0.964285	0.000783	Predicted membrane protein
COG2326	COG2326	1	0.937037	0.000761	Uncharacterized conserved protein
COG2333	ComEC	1	0.901023	0.000732	Predicted hydrolase (metallo-beta-lactamase superfamily)
COG2337	MazF	1	1	0.000812	Growth inhibitor
COG2340	COG2340	3	1.681159	0.001366	Uncharacterized protein with SCP/PR1 domains
COG2344	COG2344	1	1	0.000812	AT-rich DNA-binding protein
COG2355	COG2355	1	0.97444	0.000791	Zn-dependent dipeptidase, microsomal dipeptidase homolog
COG2357	COG2357	1	0.82251	0.000668	PpGpp synthetase catalytic domain
COG2378	COG2378	1	0.932475	0.000757	Predicted transcriptional regulator
COG2384	COG2384	1	0.69469	0.000564	Predicted SAM-dependent methyltransferase
COG2385	SpoIID	1	0.750629	0.000609	Sporulation protein and related proteins
COG2426	COG2426	1	0.978873	0.000795	Predicted membrane protein
COG2501	COG2501	1	0.876712	0.000712	S4-like RNA binding protein
COG2508	COG2508	1	0.714964	0.00058	Regulator of polyketide synthase expression
COG2509	COG2509	1	0.985596	0.0008	Uncharacterized FAD-dependent dehydrogenases
COG2606	EbsC	1	0.993548	0.000807	Uncharacterized conserved protein
COG2607	COG2607	1	0.843205	0.000685	Predicted ATPase (AAA+ superfamily)
COG2608	CopZ	1	0.985915	0.000801	Copper chaperone
COG2715	SpmA	1	0.902912	0.000733	Uncharacterized membrane protein, required for spore maturation in B.subtilis.
COG2720	COG2720	1	0.781914	0.000635	Uncharacterized vancomycin resistance protein
COG2739	COG2739	1	0.714285	0.00058	Uncharacterized protein conserved in bacteria
COG2740	COG2740	1	0.789473	0.000641	Predicted nucleic-acid-binding protein implicated in transcription termination
COG2755	TesA	1	0.949074	0.000771	Lysophospholipase L1 and related esterases
COG2759	MIS1	1	1	0.000812	Formyltetrahydrofolate synthetase
COG2801	Tra5	5	2.038793	0.001656	Transposase and inactivated derivatives
COG2804	PulE	1	0.95	0.000771	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB
COG2805	PilT	1	0.943342	0.000766	Tfp pilus assembly protein, pilus retraction ATPase PilT
COG2812	DnaX	2	1.153398	0.000937	DNA polymerase III, gamma/tau subunits
COG2815	COG2815	3	1.838283	0.001493	Uncharacterized protein conserved in bacteria
COG2816	NPY1	1	0.526881	0.000428	NTP pyrophosphohydrolases containing a Zn-finger, probably nucleic-acid-binding
COG2819	COG2819	1	0.920454	0.000747	Predicted hydrolase of the alpha/beta superfamily
COG2826	Tra8	1	0.666666	0.000541	Transposase and inactivated derivatives, IS30 family
COG2848	COG2848	1	1	0.000812	Uncharacterized conserved protein
COG2865	COG2865	1	0.126338	0.000102	Predicted transcriptional regulator containing an HTH domain and an uncharacterized domain shared with the mammalian protein Schlafen
COG2866	COG2866	1	0.673796	0.000547	Predicted carboxypeptidase
COG2868	COG2868	1	0.871559	0.000708	Predicted ribosomal protein
COG2873	MET17	4	3.460093	0.002811	O-acetylhomoserine sulfhydrylase
COG2876	AroA	1	0.975524	0.000792	3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase
COG2884	FtsE	1	0.977578	0.000794	Predicted ATPase involved in cell division
COG2890	HemK	1	0.989285	0.000803	Methylase of polypeptide chain release factors
COG2894	MinD	1	0.930147	0.000755	Septum formation inhibitor-activating ATPase
COG2895	CysN	1	0.988399	0.000803	GTPases - Sulfate adenylate transferase subunit 1
COG2919	COG2919	3	2.188034	0.001777	Septum formation initiator
COG2954	COG2954	1	0.942307	0.000765	Uncharacterized protein conserved in bacteria
COG2963	COG2963	4	3.267241	0.002654	Transposase and inactivated derivatives
COG2972	COG2972	2	1.528508	0.001241	Predicted signal transduction protein with a C-terminal ATPase domain
COG3041	COG3041	1	1	0.000812	Uncharacterized protein conserved in bacteria
COG3049	COG3049	2	1.325779	0.001077	Penicillin V acylase and related amidases
COG3118	COG3118	2	0.539473	0.000438	Thioredoxin domain-containing protein
COG3147	DedD	2	0.69469	0.000564	Uncharacterized protein conserved in bacteria
COG3170	FimV	1	0.341721	0.000277	Tfp pilus assembly protein FimV
COG3177	COG3177	1	0.96839	0.000786	Fic family protein
COG3247	HdeD	1	0.821621	0.000667	Uncharacterized conserved protein
COG3255	COG3255	2	1.261194	0.001024	Putative sterol carrier protein
COG3263	COG3263	1	0.891986	0.000724	NhaP-type Na+/H+ and K+/H+ antiporters with a unique C-terminal domain
COG3270	COG3270	1	0.913385	0.000742	Uncharacterized conserved protein
COG3274	COG3274	1	0.840361	0.000682	Predicted O-acyltransferase
COG3275	LytS	1	0.418312	0.000339	Putative regulator of cell autolysis
COG3279	LytT	6	4.918032	0.003996	Response regulator of the LytR/AlgR family
COG3290	CitA	2	0.72067	0.000585	Signal transduction histidine kinase regulating citrate/malate metabolism
COG3299	XkdT	1	0.61473	0.000499	Uncharacterized homolog of phage Mu protein gp47
COG3307	RfaL	1	0.893867	0.000726	Lipid A core - O-antigen ligase and related enzymes
COG3311	AlpA	1	0.814285	0.000661	Predicted transcriptional regulator
COG3320	COG3320	1	0.8089	0.000657	Putative dehydrogenase domain of multifunctional non-ribosomal peptide synthetases and related enzymes
COG3326	COG3326	1	0.861702	0.0007	Predicted membrane protein
COG3344	COG3344	1	0.896341	0.000728	Retron-type reverse transcriptase
COG3351	FlaD	1	0.411214	0.000334	Putative archaeal flagellar protein D/E
COG3363	COG3363	1	0.81	0.000658	Archaeal IMP cyclohydrolase
COG3393	COG3393	1	0.302238	0.000245	Predicted acetyltransferase
COG3401	COG3401	1	0.664723	0.00054	Fibronectin type 3 domain-containing protein
COG3409	COG3409	3	1.362162	0.001106	Putative peptidoglycan-binding domain-containing protein
COG3428	COG3428	2	0.973684	0.000791	Predicted membrane protein
COG3448	COG3448	1	0.33246	0.00027	CBS-domain-containing membrane protein
COG3449	COG3449	1	0.798701	0.000648	DNA gyrase inhibitor
COG3463	COG3463	1	0.722707	0.000587	Predicted membrane protein
COG3475	COG3475	2	1.9375	0.001574	LPS biosynthesis protein
COG3476	COG3476	1	0.968944	0.000787	Tryptophan-rich sensory protein (mitochondrial benzodiazepine receptor homolog)
COG3503	COG3503	1	0.739938	0.000601	Predicted membrane protein
COG3513	COG3513	1	0.994485	0.000808	Predicted CRISPR-associated nuclease, contains McrA/HNH-nuclease and RuvC-like nuclease domain
COG3544	COG3544	1	0.747368	0.000607	Uncharacterized protein conserved in bacteria
COG3546	COG3546	2	0.758122	0.000616	Mn-containing catalase
COG3580	COG3580	1	0.96866	0.000787	Uncharacterized protein conserved in bacteria
COG3581	COG3581	1	0.940476	0.000764	Uncharacterized protein conserved in bacteria
COG3583	COG3583	1	0.94822	0.00077	Uncharacterized protein conserved in bacteria
COG3584	COG3584	1	1	0.000812	Uncharacterized protein conserved in bacteria
COG3595	COG3595	1	0.591194	0.00048	Uncharacterized conserved protein
COG3599	DivIVA	1	0.910377	0.000739	Cell division initiation protein
COG3619	COG3619	2	1.818584	0.001477	Predicted membrane protein
COG3634	AhpF	1	0.367307	0.000298	Alkyl hydroperoxide reductase, large subunit
COG3635	COG3635	1	0.938725	0.000762	Predicted phosphoglycerate mutase, AP superfamily
COG3642	COG3642	1	0.397058	0.000322	Mn2+-dependent serine/threonine protein kinase
COG3655	COG3655	2	1.958904	0.001591	Predicted transcriptional regulator
COG3676	COG3676	1	0.523809	0.000425	Transposase and inactivated derivatives
COG3682	COG3682	1	0.886178	0.00072	Predicted transcriptional regulator
COG3688	COG3688	1	0.84393	0.000685	Predicted RNA-binding protein containing a PIN domain
COG3705	HisZ	1	0.879487	0.000714	ATP phosphoribosyltransferase involved in histidine biosynthesis
COG3707	AmiR	1	0.463917	0.000376	Response regulator with putative antiterminator output domain
COG3708	COG3708	1	0.541401	0.000439	Uncharacterized protein conserved in bacteria
COG3728	XtmA	2	1.145251	0.00093	Phage terminase, small subunit
COG3772	COG3772	1	0.796052	0.000646	Phage-related lysozyme (muraminidase)
COG3773	SleB	3	1.269076	0.001031	Cell wall hydrolyses involved in spore germination
COG3786	COG3786	1	0.792626	0.000644	Uncharacterized protein conserved in bacteria
COG3830	COG3830	1	0.988888	0.000803	ACT domain-containing protein
COG3833	MalG	1	1	0.000812	ABC-type maltose transport systems, permease component
COG3835	CdaR	1	0.968085	0.000786	Sugar diacid utilization regulator
COG3839	MalK	1	1	0.000812	ABC-type sugar transport systems, ATPase components
COG3842	PotA	2	1.946022	0.001581	ABC-type spermidine/putrescine transport systems, ATPase components
COG3848	COG3848	1	0.954954	0.000775	Phosphohistidine swiveling domain
COG3854	SpoIIIAA	1	0.918831	0.000746	ncharacterized protein conserved in bacteria
COG3855	Fbp	1	0.99537	0.000808	Uncharacterized protein conserved in bacteria
COG3857	AddB	1	0.976534	0.000793	ATP-dependent nuclease, subunit B
COG3859	COG3859	1	0.87027	0.000707	Predicted membrane protein
COG3869	COG3869	1	0.963068	0.000782	Arginine kinase
COG3872	COG3872	1	0.937106	0.000761	Predicted metal-dependent enzyme
COG3874	COG3874	1	0.971014	0.000789	Uncharacterized conserved protein
COG3878	COG3878	1	0.739463	0.0006	Uncharacterized protein conserved in bacteria
COG3880	COG3880	1	0.960227	0.00078	Modulator of heat shock repressor CtsR, McsA
COG3887	COG3887	1	0.966412	0.000785	Predicted signaling protein consisting of a modified GGDEF domain and a DHH domain
COG3935	DnaD	2	0.646341	0.000525	Putative primosome component and related proteins
COG3944	COG3944	2	1.929203	0.001567	Capsular polysaccharide biosynthesis protein
COG3947	COG3947	1	0.764542	0.000621	Response regulator containing CheY-like receiver and SARP domains
COG3955	COG3955	1	0.819905	0.000666	Exopolysaccharide biosynthesis protein
COG3956	COG3956	1	0.518442	0.000421	Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain
COG3958	COG3958	1	1	0.000812	Transketolase, C-terminal subunit
COG3959	COG3959	1	0.991769	0.000805	Transketolase, N-terminal subunit
COG3968	COG3968	1	0.959944	0.00078	Uncharacterized protein related to glutamine synthetase
COG4071	COG4071	1	0.550359	0.000447	Uncharacterized protein conserved in archaea
COG4100	COG4100	1	0.975961	0.000793	Cystathionine beta-lyase family protein involved in aluminum resistance
COG4108	PrfC	1	0.996212	0.000809	Peptide chain release factor RF-3
COG4123	COG4123	1	0.987903	0.000802	Predicted O-methyltransferase
COG4127	COG4127	1	0.361635	0.000293	Uncharacterized conserved protein
COG4185	COG4185	1	0.395721	0.000321	Uncharacterized protein conserved in bacteria
COG4198	COG4198	1	1	0.000812	Uncharacterized conserved protein
COG4208	CysW	1	0.933797	0.000758	ABC-type sulfate transport system, permease component
COG4219	MecR1	1	0.813056	0.00066	Antirepressor regulating drug resistance, predicted signal transduction N-terminal membrane component
COG4224	COG4224	1	0.753246	0.000612	Uncharacterized protein conserved in bacteria
COG4245	TerY	1	0.913043	0.000741	Uncharacterized protein encoded in toxicity protection region of plasmid R478, contains von Willebrand factor (vWF) domain
COG4260	COG4260	2	1.31884	0.001071	Membrane protease subunit, stomatin/prohibitin family
COG4268	McrC	1	0.640091	0.00052	McrBC 5-methylcytosine restriction system component
COG4395	COG4395	1	0.537366	0.000436	Uncharacterized protein conserved in bacteria
COG4422	COG4422	1	0.848	0.000689	Bacteriophage protein gp37
COG4463	CtsR	1	0.973856	0.000791	Transcriptional repressor of class III stress genes
COG4464	CapC	2	1.69685	0.001378	Capsular polysaccharide biosynthesis protein
COG4468	GalT	1	0.992047	0.000806	Galactose-1-phosphate uridyltransferase
COG4472	COG4472	1	0.886363	0.00072	Uncharacterized protein conserved in bacteria
COG4475	COG4475	1	0.983333	0.000799	Uncharacterized protein conserved in bacteria
COG4481	COG4481	1	0.883333	0.000717	Uncharacterized protein conserved in bacteria
COG4485	COG4485	3	2.931235	0.002381	Predicted membrane protein
COG4496	COG4496	1	0.91	0.000739	Uncharacterized protein conserved in bacteria
COG4506	COG4506	1	0.965034	0.000784	Uncharacterized protein conserved in bacteria
COG4509	COG4509	2	1.606557	0.001305	Uncharacterized protein conserved in bacteria
COG4512	AgrB	1	0.696969	0.000566	Membrane protein putatively involved in post-translational modification of the autoinducing quorum-sensing peptide
COG4565	CitB	1	0.517857	0.00042	Response regulator of citrate/malate metabolism
COG4585	COG4585	2	0.906849	0.000736	Signal transduction histidine kinase
COG4591	LolE	2	1.492647	0.001212	ABC-type transport system, involved in lipoprotein release, permease component
COG4626	COG4626	1	0.706959	0.000574	Phage terminase-like protein, large subunit
COG4642	COG4642	6	5.079136	0.004127	Uncharacterized protein conserved in bacteria
COG4652	COG4652	2	1.716894	0.001395	Uncharacterized protein conserved in bacteria
COG4667	COG4667	1	0.962328	0.000781	Predicted esterase of the alpha-beta hydrolase superfamily
COG4695	COG4695	2	0.683417	0.000555	Phage-related protein
COG4720	COG4720	2	1.559322	0.001267	Predicted membrane protein
COG4728	COG4728	1	0.516129	0.000419	Uncharacterized protein conserved in bacteria
COG4767	VanZ	1	0.663316	0.000538	Glycopeptide antibiotics resistance protein
COG4770	COG4770	2	0.790697	0.000642	Acetyl/propionyl-CoA carboxylase, alpha subunit
COG4799	COG4799	1	0.91825	0.000746	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)
COG4802	FtrB	1	0.627272	0.000509	Ferredoxin-thioredoxin reductase, catalytic subunit
COG4818	COG4818	2	1.590476	0.001292	Predicted membrane protein
COG4822	CbiK	1	0.316981	0.000257	Cobalamin biosynthesis protein CbiK, Co2+ chelatase
COG4823	AbiF	1	0.408026	0.000331	Abortive infection bacteriophage resistance protein
COG4826	COG4826	1	0.958536	0.000778	Serine protease inhibitor
COG4856	COG4856	1	0.843672	0.000685	Uncharacterized protein conserved in bacteria
COG4869	PduL	1	0.885714	0.000719	Propanediol utilization protein
COG4905	COG4905	3	1.794238	0.001457	Predicted membrane protein
